0,1,0,0,19,0,64,6,0,0,0,53,35,30,14,0,0,0,42,34,32,45,0,7,46,0,0,31,18,29,57,0,56,20,28,0,17,0,5,3,43,59,37,8,24,0,58,0,63,13,0,38,2,55,0,47,49,0,48,12,0,0,44,62
47,63,7,2,21,8,12,0,0,16,32,62,51,20,64,0,19,1,24,54,57,0,0,58,26,9,0,0,48,30,10,0,0,0,37,35,0,46,0,0,0,25,0,4,56,29,15,41,0,43,0,49,33,52,61,23,0,0,60,53,0,28,50,11
34,0,25,60,0,0,0,26,37,9,42,40,0,45,4,28,0,0,64,0,30,0,0,0,0,39,20,0,23,0,0,33,8,16,14,0,38,21,0,0,0,18,54,0,0,0,0,0,17,1,0,24,53,0,0,6,19,27,0,29,0,22,52,0
11,0,0,31,40,0,4,0,24,0,26,46,0,18,49,17,22,9,0,6,16,0,5,0,54,0,60,3,12,25,0,0,57,36,52,62,43,0,13,47,10,39,2,0,0,1,55,53,0,44,8,0,0,0,56,29,0,15,37,0,34,41,64,63
10,0,0,50,0,42,22,36,56,12,0,0,54,15,11,6,21,29,2,46,0,31,53,0,0,51,64,55,0,28,44,0,0,40,9,30,1,48,34,0,7,17,52,16,19,0,63,26,59,32,57,27,0,0,0,35,47,0,0,5,18,23,0,13
41,0,24,43,53,9,0,0,0,52,0,48,55,0,0,0,13,40,49,4,26,60,0,50,15,17,0,0,0,35,0,62,33,0,10,2,63,42,0,11,46,0,36,12,45,20,0,0,14,0,28,51,0,7,30,22,0,31,16,0,21,8,54,3
0,0,59,49,0,0,33,0,19,0,0,0,38,0,5,2,0,39,41,0,36,0,44,0,7,6,0,0,0,0,16,63,32,12,0,0,0,60,0,0,13,22,30,42,0,51,35,0,58,15,0,20,11,9,62,0,17,4,0,24,0,55,56,57
0,29,54,52,13,18,46,0,0,0,0,23,36,0,21,27,0,0,47,3,11,20,0,0,0,0,0,0,0,0,0,0,44,19,51,0,0,0,0,22,0,5,6,9,50,31,0,0,60,26,34,37,0,16,0,0,35,25,0,10,2,39,1,0
17,0,0,25,41,0,0,0,0,58,54,3,64,0,24,0,51,27,31,22,0,36,0,0,35,0,0,0,0,0,0,9,0,45,18,0,55,28,62,20,0,16,8,63,0,0,0,12,33,0,6,19,46,0,0,61,26,0,0,13,37,50,0,0
35,32,0,0,0,57,0,10,20,0,56,0,0,33,0,0,5,7,26,11,25,18,38,0,37,0,55,16,0,0,43,44,0,0,39,6,0,22,0,63,41,0,51,0,21,4,46,64,13,24,0,1,52,12,0,0,0,30,45,0,0,14,31,15
0,0,0,0,26,0,45,42,44,51,43,12,0,62,55,46,35,3,23,2,29,0,0,20,0,0,47,0,0,0,31,0,4,17,24,37,21,11,0,64,0,48,28,1,9,0,53,60,0,30,0,0,40,54,36,16,0,0,34,33,41,0,58,52
0,39,36,18,49,52,30,0,5,59,0,11,6,60,34,0,1,0,53,16,0,64,17,54,63,0,25,0,0,13,7,41,0,33,0,12,23,19,0,46,57,20,0,58,14,0,0,31,0,0,21,3,0,0,27,0,10,42,4,22,48,0,0,44
61,0,22,5,54,0,51,0,21,25,30,14,0,49,0,41,58,52,59,0,0,0,0,0,64,28,0,0,0,27,48,0,9,0,40,10,0,13,0,8,6,3,0,7,18,39,0,35,4,57,0,0,0,62,0,53,20,36,0,38,32,0,0,0
0,0,16,29,28,0,2,43,9,63,0,0,0,53,22,45,10,62,39,32,50,0,0,14,0,0,15,0,20,60,58,0,52,35,54,51,0,31,0,0,0,0,24,0,30,33,0,49,37,17,48,0,0,11,0,0,59,7,55,46,1,0,0,25
15,40,46,59,0,23,14,55,61,10,38,0,39,52,28,18,43,24,44,60,21,33,9,0,0,34,0,54,4,0,12,36,0,0,49,7,5,50,1,57,0,32,0,25,0,0,2,0,0,0,0,0,0,35,63,0,0,0,0,8,47,64,3,0
0,9,0,0,27,0,0,0,0,37,36,0,7,13,48,0,49,55,0,0,0,0,8,0,21,42,0,39,57,0,26,51,0,0,47,44,15,25,61,0,17,23,29,0,62,45,0,10,0,59,50,58,32,34,0,28,0,0,12,0,43,54,11,5
0,34,0,0,25,59,41,35,38,0,53,6,62,48,0,36,0,12,0,17,13,0,42,0,31,0,46,37,51,0,15,0,45,27,20,0,0,0,63,0,0,0,0,19,0,0,0,43,5,61,9,8,44,50,0,24,39,0,56,2,40,52,0,0
49,0,30,0,38,10,48,19,57,4,0,20,0,22,0,24,55,0,45,0,39,5,35,43,44,60,0,0,0,12,0,61,13,64,0,0,8,0,46,18,0,34,31,14,63,0,0,36,28,3,0,21,62,32,0,0,9,0,47,27,23,58,26,33
54,61,44,0,0,16,0,46,26,0,0,0,52,0,25,50,0,4,9,31,0,0,48,11,49,0,0,63,0,18,30,58,0,0,53,19,0,2,0,0,0,12,17,40,57,28,37,1,0,60,38,6,0,0,7,0,8,0,29,41,14,3,45,42
