17,39,0,0,0,18,59,0,47,13,0,32,19,43,0,27,63,10,5,0,6,0,22,1,61,56,37,0,60,34,57,0,0,2,62,21,14,23,46,50,36,35,7,54,25,38,0,42,45,0,48,40,12,20,0,33,24,31,0,11,15,0,9,53
0,24,34,0,1,33,31,4,0,0,0,40,64,42,0,50,13,0,60,0,26,0,0,9,59,53,0,27,0,0,6,0,0,54,0,55,0,52,41,0,16,0,5,57,32,0,21,45,28,47,0,3,63,0,0,0,0,0,0,0,0,2,0,0
0,0,0,61,0,7,58,0,51,49,0,0,48,38,0,0,45,0,52,23,35,0,37,0,8,0,63,9,12,0,14,0,30,0,0,19,0,20,0,42,17,56,33,39,0,0,28,46,64,4,0,0,26,0,0,34,21,41,50,27,0,59,44,0
29,15,60,0,0,0,0,28,0,35,0,5,0,0,0,4,0,0,0,0,21,64,0,14,0,45,0,0,24,10,38,0,7,32,57,0,0,31,0,0,0,0,58,0,48,34,52,0,46,6,0,0,0,0,0,39,51,1,30,54,16,25,0,0
0,46,9,0,51,40,27,13,31,23,0,34,14,0,62,6,7,0,4,2,0,0,0,12,0,0,22,21,0,35,0,42,0,0,17,63,64,37,0,0,24,15,50,0,41,44,26,0,5,58,1,8,59,0,0,0,0,0,0,0,56,0,43,57
48,10,0,0,0,35,0,43,54,0,44,46,0,52,2,0,55,20,31,33,27,0,57,47,30,0,58,0,4,0,50,49,0,0,0,28,53,38,39,9,0,0,14,0,0,11,13,0,0,0,0,15,56,0,62,24,64,0,0,40,0,0,42,0
55,56,2,23,0,50,36,0,0,0,0,0,21,0,58,30,0,0,0,0,15,38,0,8,0,0,33,44,13,0,48,0,0,0,4,0,0,6,0,61,0,40,10,0,0,63,0,43,37,11,0,0,18,0,0,29,26,0,0,0,52,0,47,3
0,45,57,0,32,0,19,0,0,56,0,0,0,16,0,0,50,0,44,49,46,0,0,11,26,0,0,31,3,0,47,0,0,34,0,0,0,24,27,10,23,59,9,0,61,29,0,62,51,43,0,0,0,25,0,0,0,58,0,0,0,4,0,48
63,35,42,60,11,6,9,33,0,0,19,45,0,0,0,31,61,0,20,0,58,0,16,18,50,17,0,0,0,26,0,30,29,0,0,0,1,14,57,0,64,0,23,28,0,0,0,0,0,36,0,0,44,52,59,40,22,38,46,47,34,0,55,56
0,0,47,54,36,0,0,0,0,0,0,0,38,0,6,40,14,2,9,0,59,0,50,49,27,0,28,64,0,57,0,20,25,0,0,53,32,7,0,0,35,0,39,0,52,0,3,0,42,0,0,0,16,29,37,13,30,0,0,0,0,62,12,0
0,0,21,0,49,16,3,46,0,0,7,0,0,20,41,56,0,26,25,0,0,0,5,38,0,11,52,61,8,55,18,0,0,0,23,27,19,0,37,64,31,57,44,0,0,10,14,34,48,12,30,33,45,1,53,51,13,0,63,43,0,0,32,40
28,62,41,1,24,0,43,0,5,37,0,27,30,57,50,13,0,7,0,39,0,36,0,19,60,0,47,51,54,0,44,0,0,59,0,4,15,56,42,6,0,11,29,0,53,49,63,26,38,0,18,0,31,35,0,55,23,48,0,0,64,16,52,0
0,0,0,37,0,12,64,0,29,42,26,44,3,0,49,43,1,0,35,57,33,46,4,53,19,0,0,16,10,36,7,32,0,0,0,17,0,0,40,0,55,60,54,0,15,0,20,0,0,5,9,0,34,0,39,25,50,6,11,0,0,0,58,0
25,53,32,13,0,61,0,57,0,8,11,12,0,0,51,15,0,28,56,0,34,3,0,31,49,23,0,22,1,6,5,0,62,55,39,26,0,46,52,0,0,0,0,0,21,2,0,33,0,50,17,0,58,0,54,0,0,14,0,0,36,0,0,0
0,30,0,0,38,5,50,0,63,60,0,52,0,23,54,0,0,17,45,41,8,0,0,22,46,37,29,59,42,62,56,43,0,35,0,58,13,34,20,2,40,6,16,0,51,32,12,1,0,0,57,19,15,47,7,0,3,25,49,39,24,9,0,0
20,14,29,0,59,27,7,23,0,0,22,24,0,34,32,47,54,12,37,30,51,0,0,55,0,0,0,0,40,58,25,39,0,44,48,9,45,11,0,16,0,38,43,0,0,0,50,56,0,0,0,0,6,64,0,21,17,0,0,0,2,33,1,42
54,40,4,36,58,45,0,0,44,5,0,47,0,63,15,0,64,35,0,56,19,49,0,0,43,0,0,48,6,33,0,0,20,61,2,0,17,0,34,0,57,0,0,59,1,16,46,0,39,22,0,50,0,8,0,28,31,0,0,52,62,13,0,55
0,0,5,0,34,53,49,0,60,29,38,16,0,12,1,48,57,45,0,27,0,30,17,62,31,0,14,19,0,22,39,0,50,43,0,7,0,0,0,0,58,32,0,0,0,28,54,10,11,0,0,0,20,55,44,0,0,4,15,23,3,0,35,41
30,23,62,25,33,0,47,0,22,41,31,53,56,61,0,52,0,1,0,46,0,37,43,29,5,20,8,0,0,7,36,0,6,0,0,49,9,3,26,4,0,0,2,34,35,55,0,0,59,17,0,51,38,0,0,0,45,0,40,0,11,48,24,12
31,3,17,0,0,15,0,2,6,0,0,7,28,46,0,0,0,25,0,20,0,0,23,34,18,51,1,0,0,44,42,0,0,0,0,36,60,63,58,59,52,22,24,41,8,5,39,40,0,26,0,0,10,0,0,19,0,0,47,64,43,38,27,0
11,27,0,0,56,46,60,8,24,0,0,0,35,0,9,32,58,22,53,0,0,2,33,0,10,0,0,55,45,49,0,16,54,57,44,0,0,0,62,28,0,13,0,17,50,43,0,37,52,61,3,36,7,31,1,12,6,30,0,59,42,63,14,19
12,0,0,7,22,41,0,29,34,4,0,19,0,0,10,51,48,0,36,28,11,39,0,0,32,0,25,23,0,2,0,0,52,64,16,30,35,42,13,37,0,0,31,61,0,0,27,6,0,46,49,0,0,15,0,0,0,5,0,26,60,44,8,0
0,50,52,0,0,24,44,0,0,0,42,13,0,37,43,3,0,8,0,6,0,31,61,32,57,15,0,46,62,17,0,0,27,45,0,39,21,0,5,41,0,9,0,11,33,23,36,12,0,0,64,0,47,4,63,56,0,0,29,0,1,49,7,25
0,0,0,10,35,0,39,38,17,18,0,0,27,55,45,0,12,51,0,47,0,41,0,0,29,0,0,3,0,52,0,58,0,8,0,0,0,53,0,15,0,0,0,0,0,14,60,20,57,30,23,0,9,42,48,5,16,0,56,0,46,21,50,0
34,0,38,44,0,2,0,62,0,0,14,48,29,59,20,0,52,0,50,0,30,0,26,10,33,46,12,0,57,0,40,0,43,9,58,25,49,17,0,0,51,63,60,4,0,35,0,0,27,53,0,31,3,0,6,22,0,56,24,0,61,0,15,1
36,57,0,30,0,0,0,39,56,62,0,25,0,0,0,0,0,0,3,0,0,59,0,23,0,10,19,0,0,0,29,0,1,63,54,13,0,61,53,24,46,16,52,7,37,12,0,48,8,35,0,17,64,0,0,20,0,51,18,0,0,26,0,0
35,0,1,0,8,58,46,61,0,0,47,54,4,33,38,0,0,0,42,0,56,57,0,64,0,21,0,37,63,51,24,60,0,29,7,3,22,0,18,5,15,44,28,32,31,0,6,49,50,0,34,23,62,14,0,0,0,0,36,0,30,39,59,0
0,7,51,0,0,0,11,0,0,3,0,50,2,0,31,0,0,0,18,0,40,0,13,37,64,55,0,0,43,39,17,9,33,62,0,20,30,0,0,19,0,58,59,0,0,56,5,23,0,48,0,0,25,12,0,46,54,16,42,10,0,0,41,14
42,0,33,31,20,0,4,55,30,0,0,0,24,36,13,34,47,0,19,0,62,58,0,61,0,0,44,0,22,59,54,15,0,37,26,0,46,35,56,48,41,39,8,0,14,0,53,17,49,0,28,52,0,0,51,10,12,45,0,32,9,64,23,11
59,0,0,53,0,0,0,0,52,0,12,26,0,60,63,0,0,0,22,7,14,0,32,0,0,1,6,49,0,16,8,48,45,27,42,0,0,64,23,0,0,21,0,0,20,9,0,38,0,15,36,44,57,0,18,0,55,47,0,0,40,34,62,13
23,12,27,64,19,0,32,0,7,58,41,0,0,9,0,17,0,16,15,51,0,0,49,45,35,0,62,0,56,14,53,0,4,28,50,0,52,0,0,0,33,0,22,0,0,24,11,29,55,1,47,30,0,0,0,38,5,46,0,0,0,0,20,63
0,18,0,5,9,29,0,0,53,0,45,22,57,0,8,1,24,33,48,0,44,0,46,25,52,38,0,7,0,20,0,11,0,0,32,0,0,15,0,34,42,10,55,26,0,36,19,0,0,37,2,58,0,21,56,0,28,0,27,49,35,43,17,50
50,25,59,29,13,21,0,22,0,54,55,0,7,15,30,0,0,41,2,0,1,47,39,27,34,0,24,0,0,4,0,0,36,0,35,0,11,0,64,17,9,43,0,12,0,60,10,31,62,40,0,18,52,56,0,53,0,0,48,42,32,0,33,0
3,34,0,0,0,0,61,31,21,0,0,0,60,18,57,41,36,49,7,0,0,35,0,33,0,0,0,10,0,13,16,62,0,20,19,43,0,48,0,63,8,25,0,0,22,52,64,0,44,0,54,0,0,2,38,45,0,15,0,24,12,51,11,39
16,2,35,26,0,0,5,7,0,6,0,51,63,32,23,0,4,0,61,11,0,0,53,0,0,49,50,0,0,40,22,12,44,47,45,0,56,18,59,0,0,34,0,46,42,19,0,0,0,28,25,0,37,10,0,36,0,0,0,0,41,0,0,9
32,33,6,19,12,0,45,44,3,1,0,0,13,31,0,64,25,63,0,37,0,42,8,16,7,60,54,52,0,27,59,0,15,58,5,34,0,29,0,0,18,0,35,40,0,53,0,2,30,57,51,48,0,0,0,26,62,55,0,56,10,22,0,47
46,8,0,0,64,36,41,1,20,0,16,9,0,0,53,0,60,58,10,0,0,15,29,0,14,0,0,33,25,0,23,56,37,12,52,24,0,0,50,22,54,62,0,44,0,4,0,0,0,13,0,42,55,0,21,0,0,40,0,0,0,35,2,0
0,54,14,58,0,56,0,0,0,0,40,4,59,25,0,22,3,21,0,62,57,12,20,24,48,35,0,42,9,43,55,0,41,30,53,51,10,0,2,0,13,0,49,37,0,1,0,0,0,8,33,29,39,63,0,0,61,23,34,38,0,28,0,44
0,0,24,0,0,62,15,0,49,0,0,14,36,0,29,28,19,0,59,40,55,5,45,43,44,64,17,0,31,11,37,26,0,16,0,0,0,60,33,0,3,0,20,0,0,51,0,0,0,0,0,0,1,0,34,47,53,0,0,0,8,0,57,18
51,52,0,42,0,28,17,0,46,34,0,33,44,0,56,10,0,0,38,0,9,13,30,54,0,0,39,63,32,3,15,45,0,40,0,61,0,25,4,49,11,41,0,5,0,6,0,55,0,59,27,16,35,60,0,0,37,0,43,0,19,1,0,64
0,6,11,2,0,23,0,17,50,38,25,60,0,28,7,57,42,52,24,0,0,0,0,0,41,0,31,0,0,0,62,0,56,0,1,0,5,0,0,32,0,0,19,0,4,0,51,3,0,14,61,53,0,0,15,37,47,27,0,21,39,0,0,0
19,42,40,15,0,63,0,0,12,51,30,64,0,13,0,0,9,46,57,58,41,0,11,0,54,52,0,32,49,0,35,3,0,0,24,33,50,0,25,39,14,37,36,0,10,0,44,0,1,29,43,0,27,26,0,0,0,2,16,0,0,6,5,0
0,48,64,35,26,0,16,0,0,0,5,0,0,47,46,0,43,19,0,0,54,55,0,0,45,42,57,4,51,23,58,13,0,0,61,0,2,12,0,62,0,0,6,52,38,39,0,41,34,21,0,0,40,0,25,8,7,0,20,22,37,0,0,30
8,47,12,24,21,0,30,20,1,14,9,55,22,6,61,19,32,0,49,36,31,0,25,0,38,43,0,0,0,48,60,7,42,0,15,10,54,0,0,11,0,33,40,0,0,45,59,16,63,23,0,64,0,0,0,57,56,3,62,17,0,0,29,4
0,44,46,57,3,38,0,0,4,0,0,35,0,0,34,0,23,59,14,8,37,10,40,63,56,19,16,36,18,0,0,0,0,49,64,0,0,9,28,20,43,48,0,0,54,0,22,0,0,0,42,55,5,0,0,62,25,0,52,0,0,41,13,51
41,9,36,56,0,54,0,58,0,0,0,43,42,0,27,33,0,0,17,35,12,4,0,0,63,22,64,39,59,0,0,44,0,6,34,0,0,47,48,57,60,55,46,0,5,0,2,0,16,0,20,7,51,11,50,31,0,10,0,15,49,32,45,23
43,59,0,34,7,1,51,0,0,31,17,56,0,0,0,20,28,5,64,0,0,0,2,6,0,0,0,0,53,0,10,29,0,4,55,0,27,58,0,45,26,18,62,0,49,0,24,11,47,54,13,0,33,46,35,48,0,63,19,36,0,12,0,0
14,0,13,4,5,0,0,45,15,0,54,0,16,0,44,58,0,53,1,3,47,0,0,20,0,24,0,11,0,46,27,55,0,0,63,29,36,0,0,40,0,0,17,50,34,0,30,9,0,39,10,0,22,0,19,32,0,0,59,60,57,61,26,8
4,1,20,6,0,0,0,35,27,0,34,58,0,0,0,0,5,48,0,0,0,8,56,0,9,0,32,60,47,64,3,0,61,13,51,18,0,0,0,0,19,0,0,29,23,46,45,59,22,25,55,0,30,39,0,0,33,12,21,53,0,42,49,2
0,0,25,33,46,52,63,41,0,44,8,28,1,40,0,0,16,18,23,31,0,32,10,58,51,26,7,53,55,0,49,0,9,38,20,6,39,50,22,30,12,0,0,27,43,47,35,0,0,42,37,0,17,0,3,4,0,57,60,48,0,0,56,0
0,0,0,45,0,0,54,0,0,63,0,41,0,48,14,0,11,0,33,29,0,0,0,0,0,62,5,0,44,37,4,1,0,56,25,57,43,0,7,3,10,0,38,16,0,22,17,0,2,64,0,0,8,6,20,0,52,0,55,0,47,58,19,61
0,43,0,0,0,51,56,5,11,17,0,10,0,24,47,0,0,4,0,19,0,62,55,7,0,30,0,0,20,0,0,0,59,1,29,15,28,0,0,46,2,14,26,21,36,41,0,39,33,49,0,45,48,34,31,54,0,35,3,0,38,0,0,0
0,11,44,49,0,0,29,40,18,0,60,21,0,22,0,45,15,36,39,38,0,1,54,0,12,14,34,43,33,0,13,0,0,24,0,2,23,16,0,27,48,0,4,0,6,0,42,0,58,7,19,57,32,0,10,9,0,62,0,31,26,17,28,37
60,58,0,0,15,47,0,19,26,43,52,2,6,56,37,38,59,42,30,0,0,14,51,40,36,29,0,35,39,31,0,0,0,17,33,41,4,5,32,0,63,61,0,0,0,54,34,0,24,16,53,0,0,62,0,0,8,13,23,44,0,20,0,0
0,17,16,0,0,0,0,18,42,57,50,30,0,0,0,46,0,9,0,64,0,20,0,41,0,0,48,6,23,0,0,27,53,0,60,0,55,10,0,26,32,31,0,33,0,40,58,7,12,52,0,47,0,0,0,0,0,0,0,4,29,54,0,0
7,22,0,27,48,3,38,24,61,53,32,29,0,0,33,0,0,0,0,0,63,60,0,2,0,54,11,25,0,0,0,28,31,0,37,0,0,0,19,58,30,52,0,55,0,8,0,57,21,0,0,0,13,36,0,0,10,50,51,16,6,14,39,59
24,0,26,0,0,0,55,0,0,0,23,0,0,0,40,14,34,0,8,25,0,16,1,42,37,9,61,0,0,0,63,0,0,7,0,12,6,0,0,51,53,0,0,10,29,21,0,18,0,0,58,0,0,0,57,0,0,19,0,35,0,50,60,0
2,64,0,46,0,0,0,30,28,0,0,57,0,0,48,25,56,0,43,0,0,24,7,0,55,0,4,0,0,18,0,0,0,41,0,52,29,44,0,0,37,0,27,31,0,0,0,0,17,20,0,5,0,0,0,0,0,59,6,0,53,11,34,16
0,20,0,0,50,0,0,3,38,47,0,8,52,0,0,0,0,37,62,0,0,61,0,0,39,6,35,57,36,0,0,0,64,11,0,48,0,49,0,60,45,17,0,24,46,25,1,22,0,55,40,0,43,23,0,42,41,0,26,0,0,0,63,15
56,29,0,62,0,0,0,0,0,0,0,31,49,21,12,53,0,60,51,54,0,19,14,36,0,0,38,20,16,42,0,0,18,0,59,0,47,57,0,0,28,0,0,0,40,26,0,44,7,63,0,35,41,0,11,3,39,64,33,1,0,23,22,0
0,0,45,16,43,25,28,37,58,0,0,0,0,0,35,36,0,55,12,63,0,40,0,0,0,0,49,0,0,30,32,5,0,33,14,42,0,0,61,0,6,0,64,2,0,0,0,0,54,0,0,0,4,0,47,0,29,0,0,0,0,31,3,24
0,63,7,0,61,8,40,21,13,0,0,6,0,0,4,26,33,23,0,0,20,27,15,48,28,0,10,0,11,0,0,22,0,5,0,45,37,55,0,35,0,47,0,38,3,30,0,19,0,0,62,34,0,0,14,16,0,42,54,0,25,0,0,0
0,0,53,0,0,0,0,0,0,0,0,63,34,0,42,7,46,39,0,45,18,26,0,30,0,25,51,0,52,0,2,0,0,19,0,0,20,0,15,43,56,0,0,14,0,33,0,4,36,0,12,13,50,0,0,0,58,49,10,62,0,47,48,0
18,5,0,14,23,0,34,54,64,0,59,1,45,30,0,62,31,0,29,53,17,28,47,50,58,48,56,24,7,15,33,0,0,21,27,40,0,26,63,36,39,51,0,43,0,42,16,35,25,0,46,6,19,0,2,49,0,37,38,0,0,0,61,32
