0,0,5,12,0,6,0,13,0,0,4,0,9,16,0,7
6,14,0,16,0,0,0,11,5,0,12,1,0,0,3,0
0,0,4,0,0,0,0,0,10,0,0,16,0,0,11,0
0,0,0,7,0,0,0,0,0,0,11,0,0,2,0,5
13,0,0,2,14,0,1,4,3,9,0,0,0,0,5,0
0,0,0,4,0,0,0,0,7,11,14,0,15,0,0,1
16,0,8,11,0,0,5,0,1,0,0,12,10,6,0,14
0,3,0,5,0,0,0,0,0,0,2,10,0,0,13,9
3,5,0,0,6,13,0,0,0,0,0,0,16,0,15,0
15,0,7,1,3,0,0,5,0,14,0,0,12,4,0,10
12,0,0,8,0,1,15,10,0,0,0,0,14,0,0,0
0,11,0,0,0,0,4,7,12,3,0,15,5,0,0,2
1,0,14,0,0,9,0,0,0,0,0,0,7,0,0,0
0,13,0,0,7,0,0,1,0,0,0,0,0,14,0,0
0,8,0,0,4,10,0,6,11,0,0,0,2,0,9,13
7,0,3,9,0,15,0,0,13,0,6,0,4,5,0,0
