0,0,16,3,10,0,0,15,6,12,2,4,0,1,7,0
10,0,6,0,0,5,16,0,0,0,0,7,8,0,12,0
0,0,13,7,0,0,11,0,0,9,0,0,14,0,0,0
0,0,4,0,2,0,0,0,3,0,14,8,16,0,0,0
0,0,10,0,0,11,0,0,0,6,0,9,0,15,1,2
0,16,0,0,0,15,4,5,0,0,0,0,0,0,0,0
1,0,15,13,0,0,0,0,0,0,0,0,0,8,0,12
0,0,11,8,0,16,0,2,0,15,0,0,13,0,10,0
0,9,0,10,0,0,1,0,12,0,15,0,3,4,0,0
12,0,14,0,0,0,0,0,0,0,0,0,10,11,0,7
0,0,0,0,0,0,0,0,9,11,7,0,0,0,5,0
11,3,5,0,14,0,2,0,0,0,8,0,0,6,0,0
0,0,0,4,5,3,0,7,0,0,0,11,0,12,0,0
0,0,0,15,0,0,14,0,0,7,0,0,5,3,0,0
0,6,0,12,11,0,0,0,0,5,4,0,0,13,0,8
0,11,9,0,4,1,12,8,16,0,0,15,7,14,0,0
