0,0,0,4,0,0,13,6,0,0,0,14,0,0,0,2
0,0,0,9,0,5,0,7,0,0,15,0,0,0,0,3
0,6,0,12,4,1,0,0,5,7,0,0,13,0,10,0
0,8,0,13,2,0,0,14,0,0,0,1,4,0,15,0
14,4,2,8,0,7,0,0,0,0,0,16,0,0,0,0
0,0,0,10,0,3,0,0,0,13,0,2,0,1,5,0
5,3,0,0,0,0,0,0,0,1,14,0,0,9,0,13
0,9,0,0,15,11,0,0,8,0,0,3,0,10,0,0
0,0,10,0,5,0,0,13,0,0,9,12,0,0,11,0
15,0,8,0,0,12,6,0,0,0,0,0,0,0,16,7
0,13,14,0,3,0,16,0,0,0,11,0,6,0,0,0
0,0,0,0,14,0,0,0,0,0,5,0,1,12,13,10
0,11,0,15,16,0,0,0,7,0,0,13,10,0,6,0
0,16,0,14,0,0,12,1,0,0,3,5,9,0,8,0
13,0,0,0,0,6,0,0,10,0,4,0,16,0,0,0
6,0,0,0,8,0,0,0,2,11,0,0,14,0,0,0
