0,0,10,0,13,16,15,0,0,0,0,0,7,0,0,11
16,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
0,6,0,0,0,0,9,8,7,0,0,0,0,1,13,0
3,0,15,2,4,0,6,0,0,0,0,16,0,10,0,0
0,2,13,4,16,9,0,0,15,0,0,5,0,6,0,7
11,10,0,0,0,0,0,0,4,2,0,0,16,0,0,14
0,0,0,0,0,2,0,0,0,8,16,0,0,4,0,15
0,0,0,0,7,0,8,0,0,13,9,0,11,0,12,0
0,12,0,6,0,11,1,0,0,7,0,14,0,0,0,0
4,0,1,0,0,3,12,0,0,0,5,0,0,0,0,0
14,0,0,3,0,0,2,7,0,0,0,0,0,0,6,5
9,0,5,0,15,0,0,14,0,0,13,4,12,16,7,0
0,0,3,0,6,0,0,0,0,15,0,2,10,5,0,1
0,8,12,0,0,0,0,2,1,3,0,0,0,0,16,0
0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4
5,0,0,15,0,0,0,0,0,6,12,8,0,14,0,0
