5,0,16,0,0,14,1,6,2,0,0,9,0,0,0,12
0,9,15,0,0,0,12,3,16,13,8,0,0,2,11,0
12,0,7,0,0,2,0,4,0,0,0,0,0,1,5,0
0,14,2,0,0,0,16,0,5,4,12,1,9,6,0,0
4,0,0,0,8,0,15,13,11,12,0,6,7,0,0,1
0,6,11,0,4,5,0,0,14,1,0,0,12,0,2,9
0,0,0,3,12,16,7,0,4,0,0,5,0,11,15,0
0,16,0,0,0,0,0,2,0,0,13,0,10,0,0,5
16,0,0,10,0,6,0,0,15,0,0,0,0,0,7,0
0,15,1,0,2,0,0,5,0,6,10,4,16,0,0,0
7,8,0,6,0,0,10,12,0,0,16,11,0,13,9,0
14,0,0,2,16,0,11,15,8,9,0,13,0,0,0,4
0,0,3,12,7,8,5,1,0,15,0,0,0,16,14,0
0,5,13,0,0,0,0,0,10,0,1,0,0,7,0,6
0,1,6,0,0,15,13,16,12,14,0,0,0,4,3,0
15,0,0,0,6,0,0,11,13,16,4,0,0,9,0,8
