0,19,0,0,0,17,0,11,0,15,5,0,22,0,0,16,21,0,4,0,12,7,1,10,0
0,0,6,0,16,0,0,21,14,18,23,1,0,24,0,0,5,19,2,3,0,15,25,0,0
0,21,22,0,18,4,0,0,16,3,0,20,0,0,0,0,25,15,1,0,11,24,13,0,8
10,0,0,15,0,25,0,1,6,24,19,0,0,12,4,0,0,22,0,20,18,3,0,5,0
0,1,0,5,9,0,12,0,0,0,0,0,0,25,0,10,0,23,0,7,4,0,0,2,21
6,3,12,0,0,0,0,0,8,0,18,0,0,22,0,5,1,11,0,9,14,13,2,24,20
0,23,19,0,25,21,2,10,0,0,0,16,0,0,5,18,17,0,0,14,0,11,9,22,7
0,0,7,1,0,0,0,6,5,0,20,0,0,23,9,0,22,0,0,13,8,0,0,0,0
16,0,18,10,17,0,3,0,13,0,7,24,0,1,14,20,0,0,0,0,0,6,0,0,5
0,22,0,0,0,0,0,0,0,14,0,10,6,3,15,0,0,0,0,0,0,19,21,12,1
0,0,10,0,0,0,0,0,0,0,8,9,23,0,0,2,0,0,20,0,24,25,15,0,18
17,0,0,0,23,11,0,0,10,0,21,19,20,0,25,0,0,0,6,0,0,0,5,0,0
0,11,1,0,20,0,0,0,12,8,0,13,18,5,0,22,16,0,0,0,19,0,14,6,0
0,0,25,0,0,0,20,0,0,0,16,0,14,4,11,0,9,0,0,15,10,0,0,0,17
21,0,8,22,4,0,5,0,0,2,0,0,17,15,1,0,0,0,0,0,0,0,11,0,0
25,6,15,23,0,0,0,0,0,0,1,22,9,19,0,13,0,0,0,0,0,0,0,3,0
2,0,0,4,0,0,0,0,0,9,17,18,0,21,7,0,23,0,15,0,13,1,20,0,25
0,0,0,0,12,1,0,0,11,0,14,4,0,0,13,0,20,24,0,0,0,22,18,0,0
13,20,5,11,0,7,0,0,18,23,25,0,0,2,0,0,0,17,21,10,16,0,24,4,0
1,18,9,16,3,13,0,4,20,6,0,23,0,0,24,0,2,0,0,0,0,0,7,17,12
23,16,0,0,6,5,0,17,0,10,0,15,0,0,0,0,0,0,12,0,21,2,0,8,0
0,8,0,12,7,20,0,3,0,0,2,5,0,0,18,21,14,1,0,11,0,17,0,0,10
9,0,2,13,10,0,22,18,21,0,0,0,0,17,0,8,15,0,0,5,3,0,19,20,0
0,0,20,18,0,8,4,14,15,0,0,25,0,9,16,19,10,2,0,0,1,0,6,0,0
0,15,11,19,1,0,25,0,9,16,0,0,4,0,21,3,0,20,0,23,0,0,0,14,0
