0,0,0,0,9,5,0,21,0,0,2,6,10,0,7,0,0,17,0,15,8,16,18,19,0
0,0,0,3,2,0,0,0,0,0,0,0,9,23,19,0,0,0,0,0,1,14,0,20,0
16,13,0,0,15,14,23,2,9,19,0,1,0,11,0,6,22,0,20,3,10,0,0,0,0
0,1,0,17,0,0,24,0,0,13,20,16,0,0,5,0,11,14,0,9,0,0,0,25,22
20,0,0,21,0,10,11,0,0,0,14,0,15,0,0,5,0,25,16,0,6,0,13,0,7
11,12,16,0,20,2,0,0,0,4,1,5,23,0,22,0,3,0,13,18,0,7,14,0,0
14,0,7,0,0,17,16,15,0,0,21,3,0,0,0,0,0,0,0,8,0,13,25,0,0
0,0,0,9,0,22,0,13,0,10,16,0,19,6,0,0,0,5,12,0,0,0,0,0,4
8,0,0,0,4,0,0,14,0,0,0,25,0,17,11,7,16,0,2,0,0,19,0,1,20
0,0,25,15,13,7,0,0,11,0,0,14,0,0,2,0,0,0,0,0,3,21,16,22,0
25,0,15,1,0,12,0,0,8,0,18,23,0,0,0,0,0,0,0,0,7,0,5,14,0
4,0,0,0,16,0,0,0,0,3,6,0,0,0,0,0,15,0,0,11,0,0,0,13,0
0,6,3,0,0,0,0,22,16,15,25,12,0,2,10,8,20,4,0,0,0,0,19,17,0
0,20,0,0,0,24,0,0,14,0,0,0,0,0,9,12,0,0,0,0,11,0,0,0,23
0,9,17,0,18,0,0,0,0,0,0,0,0,8,20,0,25,0,0,1,0,2,22,0,3
0,25,24,11,12,0,0,0,0,0,10,0,0,18,0,0,6,0,0,19,21,15,17,0,0
21,4,0,22,0,0,19,0,12,16,7,15,0,3,0,0,0,18,0,0,2,0,0,0,25
18,0,0,0,0,0,13,1,0,0,0,22,2,0,12,16,0,15,0,17,0,9,0,0,0
0,0,20,16,0,4,0,0,0,0,0,0,0,1,25,0,0,3,9,5,0,0,23,0,8
0,0,23,7,0,18,2,0,5,0,19,0,16,13,17,25,0,0,0,14,22,0,11,4,12
3,0,19,0,11,0,25,24,0,23,0,0,18,0,8,0,0,0,5,4,0,22,0,0,17
7,15,0,0,0,21,0,3,10,0,22,0,0,19,16,23,0,0,14,0,0,1,0,11,0
0,0,0,0,25,19,22,0,13,8,0,24,0,14,0,3,1,2,15,6,4,0,0,23,18
0,14,0,10,1,0,0,0,0,0,13,2,4,0,0,0,0,0,0,0,24,20,0,0,0
0,22,18,6,24,11,0,5,0,0,9,0,1,25,23,0,0,16,0,20,13,0,0,0,0
