15,22,25,0,0,14,0,7,13,9,0,4,0,11,23,10,0,0,6,19,0,0,0,0,20
14,0,0,0,0,0,10,8,23,0,13,18,9,3,19,25,0,11,17,1,0,0,0,0,22
0,0,24,10,0,15,4,0,0,0,0,1,7,6,12,0,0,0,0,8,2,11,0,0,13
0,8,0,0,0,0,0,1,18,0,0,2,0,0,0,12,0,3,20,5,0,0,7,23,9
0,20,0,0,0,0,6,0,19,0,24,10,0,0,0,7,23,0,0,0,0,0,18,0,0
0,0,0,8,7,0,11,14,0,6,0,25,4,2,17,0,0,21,0,12,0,18,24,0,3
25,0,0,20,19,5,0,0,0,0,0,0,15,0,13,18,22,0,0,0,11,7,0,0,21
0,2,0,0,17,0,25,0,9,0,6,0,0,0,0,23,0,16,0,15,0,20,8,0,0
5,0,0,0,14,18,15,0,1,0,0,19,0,0,0,17,0,10,3,0,0,13,12,2,0
0,4,0,0,3,0,0,0,0,19,0,0,5,0,1,0,2,0,0,11,0,16,0,25,17
0,16,0,9,0,0,0,15,0,0,1,0,0,17,0,14,0,0,4,0,0,0,0,0,0
4,19,22,0,6,24,13,5,10,18,12,0,0,9,0,0,0,23,0,0,0,0,3,0,1
0,23,15,25,0,0,12,21,14,0,0,22,18,16,0,0,9,24,5,0,0,19,13,10,0
10,0,3,0,0,0,0,19,0,0,0,14,0,0,6,1,13,22,12,25,4,0,15,18,8
0,0,0,0,0,0,9,0,0,23,0,13,0,0,24,0,0,6,0,0,0,14,0,5,0
19,14,0,24,0,23,0,0,12,0,11,0,10,0,0,9,0,0,0,0,16,0,0,21,0
0,18,16,6,0,0,5,4,0,2,0,0,0,15,0,0,14,0,11,22,13,0,0,0,19
0,0,2,3,0,21,0,9,0,10,0,0,0,0,20,0,8,0,24,0,7,0,0,14,0
11,0,0,13,22,0,0,0,16,7,3,0,19,0,0,0,0,0,0,21,15,17,0,0,12
9,0,21,12,0,11,0,13,0,0,14,17,8,5,0,15,0,19,2,0,1,6,0,0,0
0,0,14,0,0,0,0,0,3,15,0,0,0,10,18,0,5,0,23,0,0,0,0,11,0
8,13,12,0,0,9,21,2,0,5,0,0,0,7,0,0,10,14,0,0,0,0,0,6,0
21,0,0,5,11,10,0,0,0,0,17,16,6,20,0,0,0,0,1,24,0,8,2,0,0
7,0,0,0,0,13,17,18,0,22,2,23,12,1,9,0,6,15,21,0,0,0,0,0,14
23,0,0,0,0,6,16,0,0,20,25,5,0,22,0,13,12,8,0,7,0,0,21,19,10
