0,11,0,0,0,20,0,0,0,0,13,0,4,8,0,0,14,0,1,0,16,2,0,18,0
0,0,0,5,1,24,0,11,0,0,0,21,0,0,22,0,10,3,16,18,13,0,0,14,0
0,0,14,6,0,7,10,12,2,0,16,0,17,0,0,0,19,0,0,13,22,0,3,0,20
22,0,2,17,24,0,0,0,1,0,15,7,14,18,0,5,0,25,4,0,0,0,0,8,12
16,13,21,0,9,19,6,0,0,0,0,3,0,20,0,24,11,2,0,0,0,0,17,0,7
12,22,0,23,4,0,0,0,0,7,0,0,0,0,15,0,17,0,14,19,3,0,13,0,2
0,0,0,0,0,0,1,0,0,0,8,19,12,0,17,15,0,20,9,0,0,22,7,0,0
0,1,8,0,0,0,19,14,0,0,0,0,20,13,0,0,0,23,10,0,0,0,12,17,5
0,0,0,10,19,0,0,0,17,0,4,0,1,25,0,0,0,0,0,0,8,14,16,0,18
17,25,15,20,0,12,0,0,0,0,0,0,0,9,0,0,8,13,0,0,4,0,0,0,10
24,2,0,0,5,0,0,0,16,10,17,0,0,15,0,6,0,0,0,0,0,11,4,0,0
25,0,0,15,14,13,2,0,9,0,0,23,0,11,0,8,0,24,0,0,19,16,0,7,0
0,9,11,16,0,1,0,0,0,0,5,0,0,0,4,0,0,0,0,12,0,10,6,3,0
0,21,0,13,6,0,0,4,0,14,0,20,0,22,0,0,15,0,2,9,5,8,0,0,25
0,0,23,19,0,0,0,0,0,11,0,24,0,0,8,10,25,0,0,0,9,0,0,1,17
23,0,0,0,25,0,0,6,10,0,0,15,0,0,0,0,0,0,0,16,0,20,19,12,9
11,0,18,24,20,0,0,0,0,0,0,2,22,0,12,0,9,0,0,0,15,7,0,0,0
19,6,13,0,0,0,7,3,0,0,0,17,8,0,0,0,0,22,18,0,0,0,21,10,0
0,0,5,21,0,0,12,19,0,1,24,0,23,16,11,0,0,0,3,0,0,0,0,0,0
7,0,3,0,12,18,21,0,20,0,10,0,0,0,0,1,0,0,0,0,24,5,0,16,13
6,0,19,0,0,0,0,17,8,13,0,1,0,14,0,0,0,0,22,15,12,0,10,2,21
3,12,0,0,0,0,24,2,0,21,0,5,13,17,25,0,6,0,0,0,20,15,1,0,16
1,0,17,0,13,9,0,0,12,0,0,0,16,0,18,0,21,14,7,24,0,3,23,0,0
0,20,0,0,16,23,4,1,5,0,11,0,0,10,0,0,0,12,0,3,7,18,0,0,0
0,8,0,18,21,0,11,0,22,0,0,12,15,0,7,0,0,0,0,10,0,0,0,25,0
