0,0,0,0,0,0,21,4,14,1,0,10,0,0,0,24,15,0,0,0,0,22,18,5,0
21,0,16,15,24,10,23,22,0,25,0,9,19,0,0,0,0,20,6,0,0,7,0,0,3
18,0,12,0,0,0,0,0,13,0,8,15,0,16,0,21,0,0,3,10,25,0,0,0,0
0,4,0,20,0,9,17,0,0,5,25,0,14,0,0,19,0,11,13,23,16,0,0,15,0
0,6,0,8,11,12,0,0,0,16,0,5,0,0,0,2,22,0,9,17,0,0,0,0,20
0,21,0,0,22,0,6,24,0,0,7,0,0,19,0,0,16,0,0,9,3,0,0,12,14
10,0,0,25,4,0,0,0,21,22,0,0,18,23,0,0,0,0,0,15,0,0,0,0,0
0,7,0,9,12,0,0,11,0,0,0,0,0,0,22,0,23,0,24,0,5,0,20,0,0
6,0,2,0,0,0,0,9,20,0,0,8,25,0,12,0,0,0,0,21,0,0,1,23,4
0,0,0,19,0,0,0,25,3,12,24,2,0,5,6,4,0,0,20,0,10,0,22,18,0
12,15,0,1,0,13,4,16,0,0,9,17,0,10,0,0,21,0,0,0,6,18,0,0,7
0,0,18,14,25,0,11,0,0,2,0,0,5,0,0,0,0,19,0,22,0,4,15,21,12
3,0,0,4,10,0,22,23,7,0,16,25,20,8,11,0,1,6,15,0,24,14,0,0,19
19,23,7,22,0,15,0,12,0,0,0,0,2,0,0,16,0,0,5,0,8,9,11,0,0
20,0,0,21,6,0,0,0,25,0,0,12,0,15,3,0,0,13,4,8,0,23,0,1,16
0,25,17,0,21,0,19,0,0,9,23,24,0,2,20,13,10,5,0,0,0,8,0,0,0
24,5,23,0,0,16,0,0,0,0,22,0,6,25,0,0,2,7,0,0,0,0,19,0,11
0,0,6,0,19,0,24,0,17,0,5,0,0,0,0,0,0,12,0,0,23,20,0,14,0
0,0,0,0,0,11,0,0,0,0,0,19,10,0,0,14,24,0,0,0,2,25,0,0,6
9,18,0,0,16,25,0,0,10,0,0,14,0,0,4,0,0,15,23,0,7,0,0,24,0
4,0,0,0,0,22,13,0,5,3,0,0,0,12,0,15,0,0,0,2,18,6,0,16,0
0,8,0,0,23,21,2,6,0,20,0,0,17,0,10,18,0,0,22,14,0,12,0,19,0
0,0,0,0,15,14,1,0,0,24,0,18,0,6,21,0,11,0,0,0,0,0,4,0,22
13,0,0,6,0,0,12,10,0,0,0,0,15,22,0,25,0,24,21,19,11,3,7,0,9
0,19,22,10,0,0,0,0,15,4,0,0,0,3,0,6,5,16,7,0,0,0,0,0,0
