2,24,21,0,20,0,0,22,0,0,0,0,8,0,0,17,0,0,0,0,0,0,15,7,5
18,17,0,11,0,0,0,0,3,10,16,19,0,0,0,1,0,6,20,5,0,12,0,23,0
25,0,0,5,14,0,0,0,0,0,11,0,0,2,0,0,0,8,0,0,6,0,1,0,21
19,0,8,13,15,0,18,17,0,2,4,5,0,0,0,14,0,22,0,23,0,25,0,0,3
0,0,9,23,10,5,11,7,8,20,0,0,0,15,0,0,19,0,0,16,22,17,0,4,14
15,0,0,0,23,9,0,0,6,0,1,0,0,0,0,8,21,4,13,22,0,0,0,19,25
0,16,0,0,0,0,17,8,21,0,25,0,7,13,0,0,3,0,9,11,5,0,23,0,20
0,0,0,0,0,2,22,0,14,23,0,0,0,0,0,20,7,0,0,25,0,6,21,0,0
13,5,0,0,19,0,0,0,25,11,23,0,22,17,0,0,2,16,6,0,14,18,0,8,1
0,0,10,0,2,0,0,0,0,12,0,8,3,0,9,0,0,23,0,0,0,0,22,0,0
0,0,15,0,0,0,14,0,0,5,9,0,0,0,0,3,0,13,0,0,8,0,12,0,17
0,0,0,12,3,0,15,0,0,17,21,0,14,6,0,18,0,0,0,0,0,7,0,0,0
0,0,17,14,18,0,0,0,12,0,0,7,13,8,0,0,9,0,0,0,19,22,5,0,0
0,0,0,9,0,0,0,0,0,16,0,12,5,0,3,22,0,0,7,0,25,10,0,0,0
1,0,5,0,13,0,0,23,0,9,0,0,0,0,11,25,0,0,24,0,0,0,14,0,0
0,0,23,0,0,0,0,4,0,0,10,0,9,18,0,21,0,0,0,0,12,0,3,0,0
14,11,0,21,17,0,5,16,10,0,0,1,19,0,6,2,13,0,0,0,20,0,0,22,23
0,0,20,4,0,3,0,0,1,8,0,0,0,0,0,19,22,0,25,18,0,0,0,0,0
10,0,19,0,12,14,13,0,7,0,0,4,20,0,2,0,23,5,16,0,0,0,0,17,0
24,7,0,0,0,21,2,12,11,22,0,0,0,0,16,0,20,0,0,14,10,0,0,0,18
4,22,0,1,6,13,0,0,23,0,0,10,0,0,0,7,15,2,19,8,24,14,17,0,0
20,0,0,8,0,17,0,6,0,24,0,0,0,1,15,23,0,18,4,0,13,5,10,0,2
12,0,13,0,25,0,0,1,0,0,0,14,0,0,4,0,0,0,0,0,21,23,0,0,16
0,19,0,15,0,25,12,11,0,14,0,0,0,7,13,10,6,0,0,0,0,9,0,18,22
5,3,11,0,0,0,0,0,0,4,0,0,6,0,0,0,0,17,0,0,1,0,8,25,19
