0,25,1,9,22,19,0,0,0,3,4,0,24,0,11,0,0,12,16,5,0,18,0,0,21
0,0,0,21,0,11,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,12,6,25
10,7,0,0,0,4,9,21,0,0,0,12,0,2,22,11,6,0,0,0,0,13,17,24,20
0,0,0,5,0,0,0,24,0,0,3,17,0,0,7,19,0,0,1,0,9,0,0,8,15
14,24,3,0,16,6,25,0,0,20,15,21,0,0,0,0,0,0,22,17,0,0,1,0,0
0,0,0,7,0,20,19,8,23,0,0,18,2,0,0,0,4,13,0,0,3,0,0,22,10
0,18,0,14,0,9,0,7,0,0,0,0,17,0,0,25,0,0,2,12,0,1,0,23,0
0,11,8,0,0,0,5,0,0,0,0,0,22,0,21,0,0,0,0,0,0,7,15,0,0
0,5,0,24,0,13,12,25,0,16,0,0,1,20,0,10,23,8,6,0,21,0,0,2,14
0,17,23,12,0,1,6,0,0,0,19,0,15,16,4,5,0,18,0,0,0,11,0,25,8
0,16,6,18,12,0,17,23,0,0,11,10,8,14,0,20,0,0,0,2,0,0,0,0,0
22,3,20,0,0,16,14,5,6,11,17,0,23,19,0,0,0,21,0,1,0,0,4,18,7
0,23,19,15,24,0,0,18,3,0,0,2,0,4,0,0,11,22,0,0,17,5,20,14,0
4,8,5,0,0,22,0,1,0,0,0,3,13,0,25,23,16,24,14,6,0,0,19,10,11
0,0,0,0,0,8,0,0,0,10,0,5,20,22,6,0,0,7,17,0,24,23,16,12,0
5,2,0,4,0,0,0,9,0,12,25,20,3,0,8,0,0,0,11,13,0,21,23,17,0
12,14,0,0,1,0,16,17,20,13,0,6,11,0,0,24,0,9,7,25,0,4,0,15,0
0,0,18,16,0,0,0,0,0,0,9,0,4,0,0,0,0,0,12,0,0,0,25,5,0
0,13,0,17,0,25,22,0,0,1,0,0,7,0,0,0,0,5,0,23,0,6,0,16,0
25,20,0,0,6,0,0,14,4,0,0,0,10,17,0,0,8,2,21,15,0,19,0,0,0
0,0,9,0,0,17,3,0,0,0,0,0,0,6,14,12,0,0,4,24,25,0,21,20,23
19,6,0,0,8,0,2,0,0,9,23,0,0,5,17,0,0,11,0,0,0,14,0,0,0
16,21,17,3,0,0,0,0,5,8,20,22,0,24,0,0,0,19,15,7,0,0,0,11,9
24,4,7,0,0,0,0,0,0,0,0,11,9,0,0,0,0,0,0,14,0,22,0,0,0
23,0,0,11,0,14,1,19,0,0,21,0,25,0,10,6,0,0,0,18,13,2,7,3,0
