23,21,19,0,15,11,0,0,10,20,0,0,0,0,0,0,0,7,25,9,5,0,18,0,0
5,16,0,8,0,7,17,19,0,21,25,20,0,0,0,18,0,0,10,0,0,11,12,14,23
0,0,0,3,18,14,1,0,0,0,0,12,0,5,0,15,11,0,0,8,19,17,0,13,2
0,0,0,10,6,18,16,0,0,0,8,0,0,2,4,19,14,0,17,0,3,0,0,22,20
17,14,0,25,0,0,13,15,3,0,0,0,6,1,19,23,0,0,22,0,7,0,0,4,21
0,0,17,0,0,23,0,0,0,3,24,0,16,20,12,21,9,13,7,14,0,0,6,0,25
1,3,0,0,14,2,5,13,24,15,11,19,21,0,8,0,20,0,0,0,0,0,0,17,10
0,0,10,0,0,6,0,0,18,0,0,13,0,0,17,0,16,0,0,15,0,23,3,0,0
0,0,15,13,7,0,21,22,0,9,0,5,25,3,0,0,10,18,4,0,0,0,0,12,16
0,25,12,0,0,0,10,20,0,0,15,0,2,0,18,0,0,0,0,0,13,0,0,0,0
21,0,0,4,0,16,0,11,0,25,14,9,1,0,7,17,5,6,0,0,20,22,2,0,15
0,10,0,0,0,0,0,21,8,6,0,0,13,0,16,25,23,0,15,0,11,4,0,0,0
0,20,0,0,0,0,0,5,15,1,22,0,0,0,11,7,2,4,0,0,0,0,0,19,0
0,0,0,23,1,0,19,0,22,4,5,0,3,0,0,20,18,9,0,0,0,0,0,8,0
19,0,25,22,16,0,0,17,14,23,10,0,20,4,21,24,0,8,0,3,0,12,0,0,6
0,0,0,0,10,0,0,0,0,0,13,0,7,0,25,0,0,16,5,0,0,0,8,6,0
24,22,0,0,0,0,8,14,19,0,0,2,5,15,0,1,0,25,6,0,4,20,21,0,0
0,0,21,1,0,15,0,0,12,0,23,0,0,6,0,0,7,0,0,17,0,0,13,0,0
3,13,0,0,0,0,0,0,5,0,20,0,8,21,24,11,15,12,14,23,1,0,0,25,22
6,0,5,0,0,3,25,18,21,22,16,1,14,0,10,8,0,0,0,4,0,0,11,0,0
7,9,0,0,23,0,11,0,0,13,2,25,15,0,0,0,22,17,3,0,0,6,0,10,19
13,17,0,0,12,0,15,0,6,18,7,16,0,0,3,0,0,0,9,11,24,1,0,0,0
25,4,0,15,11,22,0,0,1,19,0,21,0,10,0,0,0,0,24,7,12,13,0,0,0
20,5,22,16,0,0,23,0,0,12,0,0,0,19,14,13,0,1,21,2,0,3,0,18,4
0,0,1,0,2,8,24,3,0,0,0,0,0,0,0,14,19,0,0,20,25,0,23,7,11
