0,0,3,11,0,0,29,0,33,49,0,0,24,0,0,7,0,22,46,45,0,34,0,31,0,0,19,6,0,8,4,13,2,0,28,0,0,23,0,32,12,0,37,38,0,0,14,16,42
23,31,0,0,0,35,2,34,0,27,21,0,0,1,0,5,48,18,32,10,0,0,0,20,46,0,11,43,49,0,0,29,0,41,0,30,0,38,0,36,0,28,0,15,24,47,0,22,0
0,41,49,28,44,27,0,20,9,25,13,0,0,29,0,0,0,4,43,0,38,0,12,1,30,24,0,2,0,31,40,0,0,32,23,21,22,3,0,34,0,0,0,0,0,10,45,0,0
33,9,12,15,34,48,0,36,3,44,4,0,0,42,39,0,25,0,27,23,6,0,49,37,0,0,32,0,0,24,16,0,17,0,0,0,0,0,0,0,41,0,28,7,0,31,0,8,0
0,37,25,0,13,16,36,0,0,46,0,6,0,0,0,0,1,0,0,11,19,0,0,35,0,42,0,29,38,0,44,21,34,0,0,40,0,0,0,33,20,49,43,0,12,0,0,0,32
0,0,0,7,0,0,39,35,0,0,28,22,19,30,17,0,42,0,16,0,0,13,4,10,0,27,0,0,20,0,45,11,48,0,33,0,0,2,0,0,0,8,0,23,0,29,0,34,40
0,22,0,38,40,26,21,47,0,32,12,11,0,0,0,0,36,49,0,0,0,0,45,16,15,0,8,28,3,0,7,42,39,37,46,0,0,0,48,0,14,0,35,0,25,30,1,13,4
40,0,19,0,35,0,11,0,31,28,27,4,0,0,23,0,0,0,18,15,36,0,38,0,9,0,0,0,16,46,0,0,13,0,0,17,24,0,39,0,43,0,0,0,0,0,0,6,7
10,12,0,21,26,14,0,0,0,47,19,0,0,41,0,46,28,13,0,42,0,40,0,0,16,8,0,31,18,11,0,0,44,39,0,32,0,0,35,22,0,48,5,0,45,37,0,15,36
41,0,33,0,38,44,25,39,0,0,36,35,0,15,0,10,0,11,0,0,49,0,0,0,0,0,47,5,0,0,0,43,0,0,14,0,3,18,37,0,34,0,0,0,26,17,20,9,30
6,0,0,0,23,31,0,0,0,18,20,14,0,0,0,0,0,32,0,4,0,0,28,33,41,3,46,0,22,0,0,0,0,15,0,9,0,40,0,0,0,44,19,0,1,0,34,10,0
