0,0,39,0,36,27,0,9,23,17,0,3,0,0,20,0,33,31,21,0,0,28,38,4,0,0,18,0,43,0,0,0,32,0,0,16,26,0,6,0,48,10,0,0,0,47,0,37,0
43,0,2,0,0,38,0,40,0,13,0,0,26,0,7,47,4,46,37,0,0,0,19,0,34,9,0,0,31,0,33,0,0,5,23,22,12,0,11,0,0,14,27,18,0,45,0,42,0
0,0,0,40,20,0,0,0,0,44,0,0,10,0,27,0,28,23,0,0,48,0,0,0,5,0,49,0,0,9,0,1,12,14,4,0,0,24,0,0,0,3,19,0,0,0,0,21,0
0,0,49,0,0,47,0,43,27,0,0,0,0,48,5,18,45,16,0,10,6,0,15,46,0,32,3,37,0,0,26,28,7,2,41,0,8,0,33,44,0,0,4,35,0,0,13,11,0
32,23,35,0,0,12,0,39,46,0,0,37,45,0,14,38,0,0,49,3,13,40,26,29,42,0,0,0,21,18,0,44,0,47,0,0,0,43,15,27,0,25,0,6,33,0,0,17,48
19,9,0,24,0,22,0,0,49,14,0,18,5,0,0,43,0,35,0,12,0,21,0,33,0,6,13,11,27,0,15,48,3,38,0,42,30,46,4,41,45,40,0,28,0,0,0,10,0
0,48,7,0,25,42,26,0,28,0,41,34,31,0,0,0,0,29,17,32,24,0,20,16,1,45,43,0,46,0,6,11,37,0,0,21,9,5,0,0,0,0,0,0,2,44,0,3,14
42,0,47,39,0,0,49,0,0,0,4,0,0,22,35,12,0,0,10,20,9,17,6,0,16,0,26,0,15,11,0,45,0,36,44,38,0,0,0,0,1,0,32,27,31,0,0,29,2
0,0,0,43,0,46,0,0,40,0,0,6,1,37,0,49,13,44,0,0,45,0,2,35,3,12,0,21,42,0,0,17,26,0,0,0,0,39,30,0,27,0,0,0,0,18,0,0,22
0,3,30,0,0,16,0,29,44,10,0,48,13,0,11,21,15,26,0,0,0,39,0,0,14,0,0,0,0,49,0,0,35,0,47,12,4,34,0,0,18,36,33,0,1,41,20,0,0
28,0,0,0,12,48,38,0,18,0,0,42,49,0,0,30,0,7,34,0,43,0,22,25,0,0,32,5,9,0,0,23,41,21,31,3,33,0,0,0,20,47,0,17,6,24,0,0,10
0,0,24,0,26,4,27,2,0,12,9,46,38,14,0,0,40,0,22,36,3,47,1,0,0,0,7,0,8,28,0,0,0,33,19,0,43,42,0,0,44,41,0,13,35,0,0,0,0
0,15,0,0,0,2,35,28,21,0,39,0,0,0,47,0,0,5,4,31,0,43,0,24,0,20,46,44,0,0,0,0,40,13,1,0,29,0,0,0,37,0,26,12,0,8,45,38,7
1,6,32,0,11,25,44,26,0,0,17,0,0,0,19,14,23,41,48,0,0,0,36,0,0,34,37,0,22,0,43,18,38,27,0,45,7,0,0,31,2,0,15,0,46,40,42,30,0
39,0,0,44,0,0,25,22,0,36,32,49,0,24,26,5,48,34,7,41,15,0,37,0,0,17,42,0,11,0,0,0,4,29,16,43,10,1,8,38,0,0,20,2,40,33,3,0,0
0,12,13,27,0,36,0,37,31,0,0,0,14,10,28,29,42,0,39,25,33,0,0,11,0,0,44,0,0,45,24,0,0,3,0,26,0,16,0,19,0,17,0,0,0,0,22,43,34
6,5,0,31,0,8,0,34,0,9,0,17,30,45,0,16,0,22,0,0,18,35,0,0,28,4,27,40,0,0,0,0,0,12,0,0,0,33,7,29,49,0,38,36,44,0,32,0,0
41,0,18,0,17,10,0,42,6,21,33,0,35,46,0,3,47,0,9,0,0,29,43,26,7,0,0,15,0,38,32,2,31,0,36,14,11,40,0,13,0,44,48,23,0,30,0,1,24
4,34,0,0,0,14,22,16,0,48,0,40,47,0,10,0,8,43,24,13,0,0,45,23,30,31,12,36,0,26,1,0,0,0,0,46,0,37,5,0,9,0,21,49,11,25,0,0,6
7,47,29,16,0,0,9,0,0,38,25,43,0,0,0,0,37,36,31,2,0,33,14,21,49,0,0,0,6,0,34,0,8,0,42,39,45,15,18,23,0,0,12,26,10,0,0,0,0
0,0,0,3,43,32,0,0,26,20,23,0,0,27,6,0,0,0,11,49,4,16,0,18,25,1,34,0,13,37,28,0,0,46,48,35,31,21,41,22,36,2,0,14,8,0,0,0,0
0,11,0,30,37,0,0,0,19,0,0,0,0,0,29,0,20,28,1,0,0,0,12,49,48,5,0,0,33,41,7,32,0,0,26,0,14,0,0,17,0,0,25,0,0,27,9,44,46
31,4,34,12,16,33,0,49,0,0,0,25,0,0,15,9,0,38,23,0,2,46,0,45,8,42,24,0,0,0,0,36,5,18,0,0,32,13,21,10,0,0,35,0,0,0,0,0,0
13,14,22,0,38,0,45,21,12,35,48,0,4,0,8,32,27,0,0,0,0,10,40,0,17,29,0,1,28,2,0,43,42,0,46,7,19,0,37,24,0,23,16,0,3,0,0,5,36
10,0,28,1,5,0,42,0,32,23,14,26,9,0,17,0,24,0,3,19,0,18,30,7,0,36,33,25,0,44,21,0,27,0,22,0,49,35,2,11,47,0,8,0,39,15,38,0,41
2,21,0,0,24,0,8,10,0,42,1,0,37,38,25,0,16,47,0,18,5,34,0,15,32,0,35,27,0,0,0,0,30,6,45,0,46,0,43,39,3,20,49,0,4,0,11,40,33
0,0,0,0,0,0,17,0,0,16,47,44,39,0,0,4,36,33,0,0,0,0,21,14,13,3,0,26,38,0,8,29,0,1,11,0,0,41,0,0,0,27,0,32,37,12,34,2,18
27,36,46,25,0,0,7,0,0,8,0,0,18,0,30,0,0,40,45,14,12,0,0,20,47,2,28,0,0,0,9,31,19,0,24,0,0,0,0,0,16,0,0,0,22,13,0,23,0
0,0,0,0,28,24,0,48,14,2,21,23,43,20,37,7,0,0,33,30,42,0,8,27,36,10,0,9,34,46,29,0,0,0,12,13,0,0,31,16,35,0,0,19,45,22,0,0,0
0,0,0,0,10,30,4,0,0,39,19,5,44,9,1,0,21,0,18,0,20,0,0,0,15,37,22,23,0,32,27,25,28,0,0,0,0,49,42,7,0,0,31,0,0,16,2,26,13
33,0,0,14,21,23,43,0,25,0,26,32,0,28,0,0,0,0,27,11,0,19,49,48,45,41,40,0,0,13,47,37,16,0,7,0,3,4,0,46,0,5,30,38,0,0,0,8,20
3,41,0,5,0,37,15,30,0,45,0,8,34,12,2,0,43,17,6,38,0,24,0,0,46,14,16,13,0,0,31,0,22,19,0,48,20,0,27,40,21,26,0,1,29,0,35,0,44
0,0,6,0,39,13,31,0,29,41,10,22,0,0,0,25,0,0,0,0,0,30,7,2,11,0,0,3,26,0,0,49,0,20,0,1,18,28,0,8,0,43,0,42,0,37,0,34,5
48,27,12,0,0,0,0,35,0,6,0,11,0,31,0,24,0,0,28,9,0,0,42,0,0,38,0,0,45,8,40,0,1,30,3,32,2,0,0,0,17,22,0,7,0,4,25,49,0
0,0,1,7,22,19,20,0,0,49,24,47,15,18,16,23,44,0,0,0,40,0,29,5,0,0,31,0,39,21,4,38,10,43,2,6,0,12,45,30,0,9,14,0,0,48,0,0,28
0,24,11,18,8,0,6,0,33,30,0,0,40,25,0,26,17,1,20,0,36,0,34,47,0,0,45,0,0,0,46,12,29,15,9,0,0,0,39,0,0,37,13,3,28,0,14,41,23
38,49,43,9,0,20,30,0,24,0,0,0,29,0,21,33,11,0,0,0,0,15,32,13,0,18,0,14,0,47,48,42,0,0,25,0,0,0,28,0,22,8,44,34,0,0,0,16,0
0,0,0,0,1,17,0,18,41,0,0,13,42,0,34,44,0,0,0,5,7,0,16,0,0,0,9,29,19,6,35,0,24,0,0,25,15,30,48,26,0,31,22,47,20,0,37,0,0
15,0,0,48,14,45,0,17,1,0,0,0,22,19,31,41,25,8,0,0,49,12,46,0,0,39,30,0,7,0,3,10,0,40,0,0,21,44,0,0,13,0,6,9,42,0,0,0,26
0,0,19,26,13,0,37,14,16,0,0,20,23,8,9,0,2,0,0,42,0,0,0,0,22,0,0,31,0,0,0,39,21,44,28,0,38,17,0,12,5,6,0,48,0,0,4,35,0
22,0,0,46,0,0,0,0,35,0,5,2,0,0,0,0,18,24,0,0,10,49,0,17,44,27,36,0,37,0,0,4,43,11,0,19,23,45,0,0,34,0,0,8,0,1,0,0,0
40,35,0,0,23,29,12,0,10,0,0,0,0,15,38,13,0,30,0,28,22,0,48,0,26,0,2,6,16,5,36,0,0,31,14,18,0,0,1,0,0,0,46,0,0,32,33,0,19
30,26,0,36,3,0,0,0,0,0,0,1,6,4,0,0,12,21,15,0,11,0,47,9,38,46,17,0,20,33,5,8,0,0,0,0,34,32,16,0,39,0,2,29,41,0,24,22,0
0,28,0,0,0,1,0,11,43,47,16,41,12,42,0,27,9,18,5,0,25,8,13,40,0,49,0,35,0,31,0,26,0,7,0,0,17,20,0,36,33,0,0,30,0,3,0,14,39
24,18,0,0,44,43,0,7,0,31,35,15,0,0,0,6,0,10,0,17,34,0,0,0,12,26,5,28,41,16,22,0,0,37,40,0,48,23,0,0,30,11,0,4,0,0,49,20,8
0,22,31,0,0,49,48,0,0,28,18,0,24,0,41,37,19,2,32,0,0,20,3,1,0,16,21,0,29,4,0,47,46,42,34,9,0,0,0,0,40,7,0,11,0,0,15,0,0
0,20,0,0,0,0,10,45,0,0,0,21,0,0,4,1,7,42,0,35,0,0,27,0,29,0,0,0,32,0,0,15,13,0,43,0,22,0,0,18,0,0,0,0,26,5,0,0,0
0,37,0,33,0,7,5,20,0,0,40,0,27,26,49,48,0,0,13,0,14,0,0,34,6,0,23,0,0,0,17,9,25,45,35,0,28,0,0,47,0,24,0,10,0,0,1,0,42
0,17,0,35,0,0,0,33,9,0,13,0,32,5,0,0,26,0,0,0,38,0,10,0,0,44,48,18,0,0,30,24,49,0,27,0,0,19,0,15,8,4,0,37,12,0,23,0,0
