0,0,0,0,0,43,30,27,0,41,0,1,47,21,10,0,9,17,36,42,35,48,0,38,39,16,14,37,46,0,44,7,0,0,5,0,0,0,45,0,33,8,0,23,32,12,0,0,0
40,24,0,1,0,0,13,46,34,42,0,39,0,15,26,0,0,0,16,41,0,9,12,31,29,20,0,32,43,0,0,0,23,3,0,18,5,0,22,7,0,0,47,0,0,0,0,11,30
0,37,46,0,0,42,44,0,12,29,17,0,0,48,0,0,8,0,0,18,5,0,27,11,0,0,25,0,0,41,0,24,30,9,0,23,21,20,0,35,16,26,6,3,0,0,0,15,36
32,36,25,5,0,41,12,0,49,28,9,6,0,0,0,23,0,4,0,0,27,21,15,0,0,19,0,0,11,16,0,18,0,0,0,0,0,47,0,0,17,0,43,42,20,0,0,0,0
47,0,0,19,0,4,7,0,0,0,43,0,0,11,44,32,21,22,0,38,0,0,17,0,0,3,0,10,0,2,0,0,40,6,1,46,41,48,0,49,30,29,31,0,0,16,39,25,0
0,16,20,8,31,0,0,0,0,0,22,0,0,2,0,3,0,0,48,15,40,0,7,0,30,0,0,44,0,35,0,39,26,29,0,0,12,9,0,0,25,0,0,0,41,27,10,49,4
0,17,0,15,0,11,28,0,0,32,26,0,37,45,47,0,0,30,0,49,6,0,42,0,23,0,0,0,38,0,0,8,12,13,4,0,0,0,34,24,0,31,0,0,0,2,0,0,40
0,22,11,0,12,0,0,37,31,0,36,0,0,25,0,0,0,0,46,24,9,0,2,0,4,0,0,18,0,0,0,3,28,0,15,17,20,0,0,0,26,7,40,0,0,0,5,14,0
49,0,0,0,0,0,3,0,11,12,38,41,0,46,0,0,18,10,34,0,37,5,0,23,22,0,0,16,0,0,0,35,0,7,0,0,36,0,40,31,8,28,0,0,48,30,29,39,27
0,0,0,0,0,0,0,0,0,0,24,44,49,18,48,0,28,36,35,16,38,0,0,0,0,27,29,0,0,0,0,20,8,23,13,30,0,42,41,0,9,0,15,33,0,0,1,2,46
0,0,0,0,0,35,29,7,0,40,8,0,0,28,0,11,12,0,0,3,0,43,48,39,36,0,0,34,0,0,2,14,44,49,0,33,47,0,27,46,22,19,0,0,0,0,17,32,13
10,0,8,0,0,0,40,39,6,1,4,0,34,0,42,0,32,0,41,0,47,17,30,3,25,14,13,0,33,29,22,0,0,0,0,0,0,11,0,44,2,12,0,24,0,38,9,0,18
31,28,21,7,34,13,27,0,19,33,0,29,15,9,0,6,0,0,0,0,0,0,41,0,10,0,0,0,17,0,0,5,42,0,25,0,18,23,14,37,0,38,20,36,22,0,0,26,0
36,6,1,16,0,39,38,0,0,48,0,47,0,30,21,13,0,29,8,0,33,0,20,45,26,0,0,31,0,24,40,0,0,0,9,0,0,0,4,0,10,15,3,37,0,43,49,0,12
46,0,0,0,37,0,0,0,41,0,0,0,29,0,34,4,0,0,0,14,0,0,19,7,16,0,0,0,28,0,0,0,13,2,43,11,0,18,0,0,39,0,0,38,47,26,22,45,0
0,19,36,23,0,0,0,0,0,47,0,0,43,1,0,33,0,16,0,0,10,0,0,46,0,0,4,0,0,38,15,37,0,20,44,0,0,0,0,26,0,0,34,0,0,21,0,13,49
0,38,0,17,27,0,41,4,26,21,0,19,5,0,32,49,36,0,0,28,0,13,47,0,18,0,0,0,0,31,39,0,11,14,24,0,0,2,46,0,29,20,0,48,0,44,0,0,9
20,0,0,28,0,26,10,42,38,0,0,0,27,0,8,45,0,9,0,0,0,0,0,0,0,12,49,36,48,18,29,32,21,0,0,0,37,7,44,22,19,0,24,0,0,5,0,41,33
0,4,3,6,11,44,49,0,33,0,0,10,0,8,18,29,0,40,19,0,25,41,0,0,14,45,22,43,30,17,0,0,5,0,0,0,15,0,0,47,1,48,35,28,0,0,32,0,20
22,1,0,39,40,0,21,0,0,0,15,0,9,0,43,0,23,26,0,37,30,0,0,0,0,0,48,8,7,49,10,19,47,0,0,0,3,36,0,0,13,42,0,29,0,25,18,0,6
48,0,0,0,0,0,31,0,16,0,0,49,0,32,0,0,0,0,20,46,0,44,0,37,0,0,38,0,40,36,35,0,0,22,34,27,0,45,30,0,14,0,0,39,17,0,0,7,1
5,30,0,18,0,0,36,28,0,34,19,33,0,0,20,0,49,27,10,0,23,37,0,0,46,42,35,0,26,0,0,0,0,44,3,14,24,0,0,1,0,0,38,7,39,15,6,0,0
6,41,0,0,19,0,0,21,0,23,47,0,7,0,33,12,0,0,14,31,22,0,28,0,32,0,18,0,0,48,9,34,0,36,42,0,8,44,43,38,27,0,0,0,5,3,40,0,16
17,0,40,11,0,0,33,2,20,39,18,0,6,0,0,42,0,47,7,0,0,14,0,25,24,38,0,27,19,5,0,22,45,0,23,0,0,0,0,16,35,21,9,13,28,37,30,0,43
0,0,0,46,14,0,4,0,0,8,48,27,10,0,0,37,16,0,0,45,1,29,31,0,0,0,36,49,35,7,0,0,39,41,0,0,23,33,2,11,0,0,21,0,18,34,0,0,0
26,0,43,35,20,15,24,1,36,44,0,0,0,0,5,0,29,25,0,6,3,11,0,16,19,48,0,7,0,0,14,46,0,28,0,0,45,0,9,39,42,40,27,0,0,49,8,0,23
44,0,42,37,21,0,0,0,24,14,46,26,12,0,2,39,0,13,11,40,0,0,4,0,6,0,20,0,16,43,8,0,0,31,10,0,49,0,36,18,0,17,0,0,35,0,0,47,48
0,0,39,9,23,16,32,0,0,35,0,0,22,17,28,48,0,0,0,0,19,0,1,26,33,0,0,12,15,0,38,49,18,0,47,0,0,37,20,34,0,30,36,0,0,11,0,44,14
23,2,0,0,32,30,0,0,44,0,40,28,0,38,35,19,0,0,27,26,49,0,22,0,0,37,0,6,0,8,25,0,0,0,0,42,0,15,0,0,12,0,33,0,0,0,0,0,39
39,0,41,36,0,3,0,31,1,0,0,48,21,0,0,0,45,18,9,12,16,26,49,0,0,0,0,0,22,15,0,10,38,0,46,0,27,0,13,0,0,0,2,0,25,47,0,6,19
16,0,29,0,0,7,9,6,8,15,0,0,32,0,0,0,46,0,0,17,36,3,5,27,45,0,0,1,12,0,21,44,0,47,35,48,0,10,0,0,37,0,30,41,13,42,31,18,0
37,46,0,45,0,0,35,0,14,43,27,22,25,0,0,0,33,3,42,39,8,4,13,29,0,0,0,0,0,0,0,48,0,1,41,0,19,0,0,0,23,9,26,12,0,7,0,0,44
8,0,0,20,0,12,0,3,47,0,29,9,0,0,25,38,5,0,22,11,0,0,0,0,44,0,16,33,0,13,0,0,17,34,7,0,4,31,0,21,6,39,46,0,15,28,0,40,0
19,11,0,22,0,0,1,0,0,13,0,0,0,0,31,21,0,14,30,34,0,0,9,0,0,41,0,0,27,0,0,6,0,40,0,28,44,0,0,45,0,0,0,0,0,35,23,29,0
0,15,27,34,4,21,0,0,45,0,0,46,0,26,41,7,13,0,0,0,20,0,0,0,12,43,40,0,0,11,0,0,0,16,39,0,1,0,0,0,49,0,0,0,8,0,0,0,37
25,0,5,14,0,46,16,15,39,0,2,0,0,0,13,0,0,0,40,7,0,20,0,0,41,26,44,0,31,0,47,1,0,43,32,24,0,30,0,48,0,0,45,8,0,29,27,22,3
0,26,0,0,43,24,15,49,0,31,37,42,38,0,46,0,19,28,0,0,32,0,0,0,34,0,39,0,0,0,0,0,0,30,0,13,25,17,0,20,18,0,7,4,14,10,48,23,41
30,0,7,3,0,1,0,8,32,6,0,14,0,0,0,0,0,0,49,4,41,0,16,19,38,29,43,24,25,0,13,0,33,0,37,0,40,0,31,12,45,5,17,0,0,0,44,0,42
4,34,37,0,0,0,0,10,35,19,1,0,44,47,0,25,31,12,45,0,0,49,0,0,27,7,30,11,0,40,0,0,20,17,0,29,0,0,42,15,0,43,5,26,0,0,0,0,0
29,12,18,0,0,33,20,0,46,0,34,7,0,36,9,10,1,37,0,0,0,0,40,13,0,0,0,0,45,3,49,28,41,0,48,44,6,16,38,0,0,0,0,0,0,0,0,0,0
42,10,45,31,28,0,0,43,27,30,25,0,13,0,0,26,0,8,0,0,0,36,0,0,47,9,0,48,39,0,16,15,4,0,0,49,0,19,35,41,7,0,32,0,0,0,0,0,34
0,13,44,0,0,0,19,45,29,0,0,0,48,16,39,0,47,23,0,0,0,6,0,0,3,0,37,0,5,42,7,0,0,0,0,22,0,0,1,0,4,36,0,0,49,0,33,20,0
34,0,0,12,0,0,0,41,0,25,11,0,0,0,36,35,22,46,0,0,44,0,0,0,49,0,17,0,14,39,0,9,0,0,2,45,48,0,33,19,0,0,42,43,0,24,0,8,0
15,27,28,43,10,0,0,0,48,0,0,34,45,0,0,9,37,39,0,1,0,7,0,0,31,0,23,0,13,30,42,0,0,11,0,41,0,0,47,0,0,0,0,0,44,33,14,3,0
0,35,4,30,0,0,8,13,10,24,0,36,3,33,49,18,27,0,0,19,0,25,0,44,0,0,1,0,0,34,0,17,7,26,28,39,0,0,29,0,0,0,11,40,0,48,0,0,15
0,0,0,0,45,19,23,0,42,0,0,37,0,0,0,0,0,15,0,20,43,0,0,14,0,0,41,3,32,0,0,40,0,35,0,0,0,22,21,27,34,0,25,30,0,13,12,36,2
1,18,0,0,0,25,39,38,23,20,0,43,17,27,0,34,3,42,0,32,0,0,36,0,0,24,21,0,49,44,0,0,10,0,0,9,0,0,37,8,15,0,28,45,0,0,7,46,0
14,7,0,0,0,0,42,0,0,46,31,0,35,19,0,5,25,0,0,0,48,34,0,12,20,15,47,9,0,22,45,0,0,0,36,16,0,49,0,23,28,6,39,0,0,4,0,1,17
0,0,0,21,16,36,0,14,9,0,49,0,0,0,40,0,0,41,47,0,12,27,43,28,35,2,0,42,29,33,18,38,48,0,19,5,13,46,0,17,0,44,22,34,0,0,0,0,0
