31,0,0,28,22,0,12,9,35,0,0,30,0,0,0,0,34,18,23,0,0,0,8,0,29,0,0,20,15,33,0,25,27,0,4,11
0,30,2,5,0,32,34,0,8,36,17,33,35,0,0,0,0,19,29,0,0,0,9,0,0,11,28,21,0,3,0,14,13,26,0,0
15,0,36,0,14,12,28,0,23,0,0,29,0,20,0,33,0,0,0,34,2,0,0,32,25,16,4,27,22,0,0,3,19,0,0,6
11,23,6,0,21,0,18,27,0,0,1,0,10,17,22,31,0,0,0,12,0,24,0,0,34,26,8,0,0,30,28,0,0,0,35,0
20,9,0,0,34,27,6,0,0,0,19,4,0,21,23,11,32,0,31,36,0,0,0,15,0,0,7,18,14,35,33,0,0,0,0,0
33,4,0,29,0,0,0,22,3,32,0,0,13,27,28,30,2,0,0,35,1,26,17,0,0,0,12,10,36,6,5,0,20,31,34,0
32,0,0,0,27,0,0,0,0,0,3,0,0,15,6,18,13,0,19,23,0,0,0,0,10,0,25,24,0,0,1,21,0,7,0,16
7,0,0,0,35,5,19,0,0,0,0,17,26,22,25,0,0,14,24,0,0,0,0,21,0,28,11,13,1,29,0,8,4,0,0,12
0,0,25,0,0,0,13,16,0,0,21,7,0,0,1,34,0,31,28,0,0,35,0,0,12,0,5,8,33,2,29,0,0,6,0,0
24,0,30,19,3,0,35,14,0,29,0,0,36,28,9,0,0,4,0,0,11,22,0,12,18,0,0,23,0,20,0,34,25,33,15,0
0,17,0,16,1,0,23,0,0,26,0,0,12,33,20,0,0,30,0,0,0,7,27,5,0,0,14,35,0,0,0,0,0,0,0,9
26,12,8,0,0,0,0,0,0,6,0,0,23,32,17,27,21,7,0,1,0,33,20,9,0,4,0,0,0,0,0,0,36,22,0,0
0,18,5,10,9,23,32,29,0,0,0,22,0,8,0,0,31,21,0,16,0,6,14,0,15,35,0,0,4,0,19,0,3,25,7,17
0,0,0,6,13,0,7,0,21,0,0,27,0,34,0,26,4,9,0,0,20,0,11,0,28,0,18,36,30,0,0,0,0,0,0,0
29,7,27,0,0,0,31,3,0,0,15,20,5,0,0,0,24,12,0,0,0,8,0,0,9,0,0,22,2,14,0,28,6,34,0,0
4,0,0,30,17,0,36,0,0,8,16,0,0,23,35,19,28,2,0,7,0,0,10,0,0,0,32,0,3,0,27,18,0,0,0,0
25,0,0,0,0,0,0,4,12,33,0,0,14,36,30,29,6,16,0,27,17,18,0,0,0,0,34,0,0,0,11,0,26,0,0,0
3,0,16,0,19,0,24,6,0,0,0,0,20,7,0,32,0,0,35,15,0,0,33,22,0,23,0,17,0,0,9,0,0,0,0,0
0,0,0,0,0,17,0,0,2,0,8,0,31,29,0,0,25,27,0,0,36,0,12,4,0,0,0,0,20,28,0,22,0,9,0,14
0,0,0,27,0,29,0,0,0,21,0,0,0,0,19,7,20,0,1,6,23,14,5,13,0,0,36,15,10,0,0,0,0,0,0,34
0,0,0,0,15,7,0,36,0,35,0,0,0,6,0,0,30,0,26,20,34,9,18,0,0,27,17,0,0,22,0,31,1,0,0,21
0,0,26,36,5,0,22,25,11,0,0,31,0,0,21,0,0,0,27,28,0,0,0,33,16,2,0,0,7,13,0,0,0,12,8,18
0,0,0,0,0,0,0,34,20,28,0,9,0,13,0,35,0,0,22,11,10,0,21,0,6,0,0,14,0,31,0,26,5,0,0,0
14,6,4,25,0,1,0,15,0,0,27,10,0,9,5,0,22,0,8,31,0,0,24,0,3,0,0,0,23,34,13,36,29,17,28,0
0,0,18,7,0,0,0,0,0,0,9,0,17,19,4,0,27,0,32,24,6,13,34,35,0,0,30,0,0,0,0,0,0,14,31,28
13,0,0,0,0,0,0,0,1,16,0,0,32,35,26,0,0,0,15,0,0,31,25,8,0,0,27,0,0,7,0,5,24,0,22,0
0,20,24,17,12,0,14,0,30,0,0,26,28,0,34,21,0,0,11,0,0,23,29,18,0,0,33,0,25,4,0,10,35,15,0,8
0,0,28,0,0,15,29,13,31,7,0,21,0,0,18,0,0,33,30,0,16,27,0,0,22,5,0,0,34,10,0,0,0,3,0,0
2,0,0,23,25,0,8,35,6,11,28,0,29,0,0,0,0,24,36,0,0,12,7,3,13,0,0,0,0,18,21,16,0,0,0,20
1,0,31,0,26,11,0,0,24,17,0,18,0,0,0,0,12,15,0,21,5,4,22,0,0,36,0,0,0,0,0,6,0,0,0,13
0,25,3,21,0,16,20,23,14,13,0,0,0,31,11,22,35,0,0,29,12,10,2,36,0,0,9,30,26,0,0,0,7,0,18,32
0,0,0,0,0,6,30,32,26,34,0,0,4,0,0,0,14,17,0,33,9,28,15,0,1,29,0,0,0,24,8,27,0,0,16,10
0,5,0,0,0,18,27,0,0,24,10,35,0,0,29,0,36,0,0,0,21,25,23,30,0,20,0,0,31,8,0,15,0,13,12,3
12,0,0,32,36,0,0,18,15,22,2,11,27,0,0,16,1,0,0,0,24,0,3,0,17,0,0,28,0,23,26,4,0,30,0,33
0,0,20,22,11,0,17,0,7,3,25,0,0,10,0,0,0,32,4,0,0,0,0,27,14,18,2,33,0,5,36,0,34,24,29,0
8,14,0,33,24,0,1,21,19,0,0,16,0,30,0,0,0,23,34,22,0,0,0,0,36,0,0,11,27,32,0,9,28,0,0,25
