0,17,15,4,27,0,0,0,14,32,0,0,23,28,0,16,0,18,0,0,0,21,6,7,0,25,0,0,0,0,24,8,36,0,0,0
16,5,0,0,0,0,2,33,1,28,4,0,0,3,0,0,15,0,25,24,20,0,0,0,0,0,17,0,0,13,31,0,0,35,10,11
34,0,0,24,0,10,0,0,25,6,7,0,0,0,22,0,1,27,36,0,0,0,0,0,5,14,30,16,0,31,0,3,0,0,26,12
9,31,30,0,14,21,0,0,12,0,17,0,0,19,6,0,36,5,0,33,0,0,0,0,0,0,29,4,0,35,0,1,22,13,18,0
26,0,29,3,0,36,0,0,8,5,20,0,0,0,7,11,25,0,18,32,0,0,15,0,33,24,27,9,0,0,0,0,0,21,0,30
0,22,28,0,11,0,16,18,0,0,0,36,10,24,21,0,0,0,0,0,31,0,13,35,15,8,0,0,12,26,2,25,0,34,5,0
2,0,8,35,24,0,0,0,30,36,5,0,4,0,0,0,0,23,22,26,25,0,14,6,12,0,0,0,33,0,0,11,0,31,16,32
0,21,31,11,17,20,0,0,0,34,9,4,0,22,12,30,33,0,35,0,19,27,0,5,32,16,0,0,0,1,0,15,6,0,0,29
1,0,32,0,0,0,33,0,0,0,6,29,15,11,0,0,0,0,0,0,18,0,0,0,23,35,19,3,2,0,34,0,0,0,7,0
0,27,0,12,36,18,0,0,32,8,0,0,3,17,0,19,0,0,30,1,29,10,0,0,26,0,0,0,0,28,0,5,14,20,2,13
0,0,5,0,25,4,0,0,0,0,0,2,7,0,36,13,29,0,0,0,0,0,32,0,0,0,9,30,14,11,0,0,21,12,0,23
0,0,14,0,7,34,0,0,35,10,21,0,8,0,31,5,24,0,0,11,0,0,36,0,25,6,22,29,15,20,0,17,4,3,30,19
13,32,0,0,0,0,0,16,6,23,0,0,0,29,27,26,0,0,0,36,0,24,0,1,0,0,0,0,10,34,19,0,0,15,0,35
20,0,0,14,0,27,0,3,11,33,29,8,16,1,5,25,21,0,0,23,12,31,0,18,0,0,4,15,19,24,17,0,34,0,0,0
0,0,19,8,15,0,0,26,18,0,30,34,0,12,0,33,14,9,10,0,0,0,2,11,0,36,3,0,29,0,23,0,5,0,0,24
36,25,0,0,4,24,35,0,0,12,0,15,0,0,0,0,0,0,0,0,0,0,8,0,2,5,0,0,0,22,3,0,0,1,0,20
0,12,18,1,0,0,27,0,0,2,14,0,0,0,0,31,0,36,0,25,35,0,0,0,20,26,0,32,0,0,0,33,0,4,13,0
0,0,2,0,0,30,28,0,0,1,0,13,0,0,0,6,0,24,0,14,0,22,26,0,0,0,33,25,31,0,0,0,0,0,32,0
0,26,0,0,0,0,0,31,22,35,0,0,0,6,14,0,12,0,23,0,30,0,0,0,3,0,32,0,0,9,18,0,0,8,0,0
0,24,3,0,12,0,0,0,7,0,18,1,0,0,0,36,23,0,27,0,13,0,0,0,0,29,21,0,0,2,0,0,9,19,20,0
7,0,33,0,0,28,6,0,0,0,34,19,0,35,0,0,0,0,0,0,0,0,0,0,24,0,5,0,0,16,11,29,0,0,21,27
5,0,0,13,0,9,0,10,0,21,15,0,30,2,0,0,0,8,4,35,6,0,18,0,19,34,0,12,36,0,0,31,23,7,0,0
0,0,0,18,0,17,9,25,26,16,0,0,13,0,3,10,11,0,0,20,21,14,29,12,6,1,28,27,8,0,36,0,2,0,0,4
27,0,6,0,0,1,3,36,0,0,0,0,22,0,19,0,28,0,0,0,32,25,33,0,0,0,10,17,35,0,0,0,0,0,14,34
17,4,27,22,6,0,10,13,9,26,12,24,0,32,0,0,31,0,0,28,3,29,0,8,0,30,7,5,0,0,25,19,0,18,0,0
14,0,12,5,0,0,7,8,31,25,0,0,0,23,0,0,0,0,0,27,17,11,0,4,28,0,0,0,0,0,13,36,0,24,0,0
24,20,16,2,21,0,15,0,0,0,0,18,0,0,4,17,3,10,0,0,9,0,35,30,0,0,12,26,0,0,27,23,28,0,29,0
0,28,0,0,0,13,0,35,4,20,27,6,0,0,0,22,0,0,0,0,0,0,31,21,14,10,0,0,0,25,0,0,0,32,0,26
3,0,0,7,35,0,29,0,0,0,22,17,27,0,20,28,0,12,0,19,24,23,25,0,11,15,16,0,0,0,6,34,31,9,8,0
31,15,1,0,8,0,0,14,0,0,0,32,18,25,0,7,16,29,12,0,0,0,0,36,0,17,13,24,0,0,0,10,30,11,0,22
0,2,17,0,22,14,1,32,0,0,8,31,26,16,0,3,0,0,0,0,0,30,4,33,10,0,0,0,13,12,0,20,0,6,28,0
4,0,25,0,0,0,0,0,21,22,36,12,0,34,0,0,18,2,0,13,1,26,0,0,0,3,11,8,0,0,32,0,24,10,0,33
0,30,20,15,34,0,14,0,29,9,0,0,0,0,0,0,22,0,24,31,0,2,5,0,0,33,0,28,0,0,26,21,0,23,27,18
6,1,0,0,23,0,34,0,28,18,33,35,0,0,0,0,0,7,17,10,0,20,0,0,0,21,24,2,0,0,14,0,19,0,0,3
21,11,24,0,0,3,25,0,0,19,0,0,0,0,0,12,27,17,0,18,0,0,34,0,0,31,20,22,1,14,0,0,0,0,15,2
0,0,0,26,33,32,0,0,0,0,2,0,19,14,1,0,0,0,29,0,8,0,27,16,0,0,25,23,0,0,0,12,35,36,34,0
