0,34,19,6,0,2,27,33,0,0,30,0,9,20,12,0,0,0,18,0,32,14,1,0,21,3,23,0,0,17,0,0,36,0,0,7
26,24,4,0,13,3,28,21,15,0,9,0,0,0,2,0,0,0,0,16,6,0,17,35,29,0,0,10,0,0,0,22,0,0,0,20
27,0,0,0,0,0,0,20,2,0,36,11,0,34,25,0,0,0,26,0,30,22,0,10,0,31,0,0,0,0,0,0,13,17,16,29
0,30,0,0,7,31,0,14,0,32,0,1,3,36,0,0,0,15,21,0,33,0,0,34,0,0,0,0,2,5,8,18,0,11,24,25
14,0,18,11,16,17,0,19,35,0,29,0,32,0,22,23,26,0,31,7,13,15,0,0,0,24,25,28,27,0,2,5,30,33,0,0
8,5,1,32,25,0,0,0,26,34,22,7,0,24,28,0,13,0,11,0,3,12,0,2,0,9,4,14,0,19,0,0,6,0,0,21
0,0,0,29,0,20,0,25,13,26,24,0,22,33,36,0,28,0,19,0,0,0,2,5,27,0,34,0,14,8,32,0,0,12,21,0
0,16,0,0,0,15,31,0,0,6,10,0,34,7,0,8,3,27,0,23,0,20,0,12,0,29,1,24,0,18,0,9,25,13,17,0
0,0,0,24,22,23,2,3,0,0,0,0,16,32,0,0,0,0,4,25,31,0,30,29,0,11,13,5,21,0,28,7,35,0,33,34
0,33,27,14,26,25,0,5,0,35,0,0,1,23,6,0,0,30,16,22,0,0,9,0,17,36,31,0,4,0,18,0,3,24,0,0
28,10,11,18,8,0,32,36,29,33,0,0,0,9,26,0,0,35,34,0,0,13,21,0,25,15,0,0,30,3,0,0,2,0,27,19
9,0,0,34,32,0,30,0,19,1,0,18,25,0,0,24,0,0,8,10,28,17,0,3,2,0,0,16,35,0,5,15,0,0,14,0
0,13,26,35,0,22,0,30,14,0,0,12,18,0,3,27,0,0,0,36,10,9,0,0,0,0,0,32,25,29,7,0,0,1,0,0
36,0,0,0,0,0,0,29,0,20,27,0,12,0,0,0,0,0,30,17,0,0,11,14,19,2,0,0,18,0,0,0,0,28,0,16
30,0,15,10,0,19,1,0,0,17,0,24,29,11,23,16,2,22,0,20,0,3,0,31,7,0,36,0,0,9,0,35,32,21,6,18
0,2,9,0,0,0,13,0,36,0,0,19,7,31,0,0,24,0,32,1,0,0,0,21,0,17,27,0,0,0,0,0,0,0,0,5
21,0,0,0,0,0,0,9,16,0,32,0,0,5,0,0,0,0,0,12,0,18,7,23,31,0,28,13,0,15,20,0,0,4,0,2
0,18,31,0,0,0,10,4,28,0,0,0,0,0,19,0,0,0,5,0,0,8,34,25,0,0,0,6,11,0,0,36,9,0,30,17
3,28,0,16,5,0,0,24,18,0,0,0,35,27,1,0,0,12,0,0,0,23,0,0,0,0,0,25,26,6,0,0,0,10,11,0
4,0,32,0,0,8,33,0,7,10,0,21,11,14,9,0,16,0,0,0,0,0,35,0,0,30,0,2,31,0,0,0,0,0,0,22
29,0,0,0,0,0,0,0,0,12,28,0,23,0,0,0,4,33,0,19,0,0,16,11,35,0,0,34,0,14,0,0,0,8,25,0
34,15,20,33,18,0,11,0,0,13,0,35,19,0,5,0,36,0,28,24,1,6,27,26,23,0,17,0,0,22,31,0,4,9,0,3
19,0,12,0,0,0,0,23,0,0,1,27,15,26,0,0,8,32,0,0,0,0,0,13,0,18,9,0,24,0,0,0,0,0,0,28
0,0,22,0,0,13,8,34,17,0,0,0,0,0,7,21,30,0,0,0,18,5,0,15,12,0,0,20,3,0,16,0,1,2,35,0
0,6,0,0,21,9,0,7,11,0,0,34,8,0,31,13,22,10,0,0,19,0,0,1,14,0,33,36,0,4,0,27,5,0,0,35
10,22,0,31,0,0,9,1,0,0,17,25,0,3,33,0,0,14,29,0,0,28,23,0,0,0,24,8,7,26,0,21,11,6,2,12
0,0,24,15,0,34,0,13,0,28,12,33,0,18,0,0,21,17,14,0,0,4,25,32,0,0,22,0,19,0,1,23,16,30,7,0
7,23,0,19,11,5,0,8,32,31,3,0,20,15,0,28,29,2,0,0,0,0,13,22,0,0,0,0,12,10,36,26,33,0,0,0
0,36,13,8,3,0,18,0,24,22,6,0,5,0,27,0,25,0,10,33,11,0,15,17,0,28,16,0,0,2,34,0,0,0,20,0
0,14,29,0,0,1,19,2,0,21,0,23,24,16,0,0,0,34,0,35,0,36,3,30,0,20,32,18,6,0,22,0,10,0,0,0
11,0,0,28,0,0,16,0,21,25,31,0,2,0,4,5,0,1,0,30,0,7,36,0,10,23,18,35,0,0,0,33,19,22,3,26
0,0,5,30,20,36,0,15,6,27,19,0,0,0,13,32,23,25,0,3,14,24,0,9,0,16,0,21,33,0,35,31,17,18,0,4
24,19,16,0,35,14,22,28,0,0,0,0,21,0,0,12,0,31,33,0,0,0,10,27,32,0,2,0,17,0,9,20,0,0,8,0
23,32,33,3,0,0,0,0,0,0,34,0,36,0,20,22,0,24,0,0,0,31,12,0,26,8,0,29,15,0,0,0,0,0,0,11
17,0,0,0,10,0,0,0,1,0,0,30,27,35,0,9,33,0,0,0,0,19,0,0,0,6,0,3,36,12,23,2,0,7,13,32
6,0,0,13,0,0,23,0,0,14,35,29,0,8,15,11,0,3,0,0,0,32,18,28,0,19,0,0,20,24,12,0,27,16,1,0
